,abv,ibu,id,name,style,brewery_id,ounces,name_style,super_category,type
2314,0.075,31.0,1730,Wynona's Big Brown Ale,American Brown Ale,322,12.0,wynona's big brown aleamerican brown ale,ale,0.0
2315,0.092,25.0,1729,Gran Met,Belgian Strong Pale Ale,322,12.0,gran metbelgian strong pale ale,ale,0.0
2316,0.073,85.0,1603,Good Vibes IPA,American IPA,322,12.0,good vibes ipaamerican ipa,ale,0.0
2317,0.075,85.0,1488,Pilzilla,American Double / Imperial Pilsner,322,12.0,pilzillaamerican double / imperial pilsner,lager,1.0
2318,0.04,37.0,1846,Wachusett Light IPA,American IPA,295,12.0,wachusett light ipaamerican ipa,ale,0.0
2319,0.06,55.0,1845,Green Monsta IPA,American IPA,295,12.0,green monsta ipaamerican ipa,ale,0.0
2320,0.056,50.0,1844,Wachusett IPA,American IPA,295,12.0,wachusett ipaamerican ipa,ale,0.0
2322,0.085,85.0,1418,Larry Imperial IPA,American Double / Imperial IPA,295,12.0,larry imperial ipaamerican double / imperial ipa,ale,0.0
2324,0.051,17.0,1030,Country Pale Ale,English Pale Ale,295,12.0,country pale aleenglish pale ale,ale,0.0
2325,0.04,37.0,1029,Wachusett Light IPA (2013),American IPA,295,12.0,wachusett light ipa (2013)american ipa,ale,0.0
2326,0.052000000000000005,20.0,908,Pumpkan,Pumpkin Ale,295,12.0,pumpkanpumpkin ale,ale,0.0
2327,0.045,10.0,619,Wachusett Blueberry Ale,Fruit / Vegetable Beer,295,12.0,wachusett blueberry alefruit / vegetable beer,ale,0.0
2328,0.06,55.0,618,Green Monsta IPA,American IPA,295,12.0,green monsta ipaamerican ipa,ale,0.0
2330,0.052000000000000005,67.0,2450,Self Starter,American IPA,94,16.0,self starteramerican ipa,ale,0.0
2331,0.054000000000000006,20.0,2223,Ermal's,Cream Ale,94,16.0,ermal'scream ale,ale,0.0
2339,0.04,5.0,1312,Westbrook Gose,Gose,384,12.0,westbrook gosegose,ale,0.0
2340,0.05,16.0,576,White Thai,Witbier,384,12.0,white thaiwitbier,ale,0.0
2341,0.068,65.0,575,Westbrook IPA,American IPA,384,12.0,westbrook ipaamerican ipa,ale,0.0
2342,0.057,22.0,1645,Westfield Octoberfest,Märzen / Oktoberfest,351,12.0,westfield octoberfestmärzen / oktoberfest,ale,0.0
2344,0.058,55.0,1550,Charlie in the Rye,American IPA,351,12.0,charlie in the ryeamerican ipa,ale,0.0
2348,0.075,89.0,2343,O’Malley’s IPA,American IPA,132,12.0,o’malley’s ipaamerican ipa,ale,0.0
2350,0.049,28.0,2341,L'il Lucy's Hot Pepper Ale,Chile Beer,132,12.0,l'il lucy's hot pepper alechile beer,ale,0.0
2358,0.049,30.0,1837,Hefe Black,Hefeweizen,296,12.0,hefe blackhefeweizen,ale,0.0
2359,0.049,30.0,1836,Widmer Brothers Hefeweizen,Hefeweizen,296,12.0,widmer brothers hefeweizenhefeweizen,ale,0.0
2360,0.08199999999999999,100.0,1619,Hop Slayer Double IPA,American Double / Imperial IPA,361,12.0,hop slayer double ipaamerican double / imperial ipa,ale,0.0
2363,0.052000000000000005,27.0,971,Phat Chance,American Blonde Ale,361,12.0,phat chanceamerican blonde ale,ale,0.0
2364,0.08199999999999999,100.0,740,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12.0,hop slayer double ipa (2011)american double / imperial ipa,ale,0.0
2365,0.08199999999999999,100.0,430,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12.0,hop slayer double ipa (2011)american double / imperial ipa,ale,0.0
2366,0.042,13.0,398,Wild Onion Summer Wit,Witbier,361,12.0,wild onion summer witwitbier,ale,0.0
2367,0.06,23.0,366,Jack Stout,Oatmeal Stout,361,12.0,jack stoutoatmeal stout,ale,0.0
2369,0.056,41.0,162,Paddy Pale Ale,American Pale Ale (APA),361,12.0,paddy pale aleamerican pale ale (apa),ale,0.0
2370,0.068,21.0,2253,Blonde Hunny,Belgian Pale Ale,181,12.0,blonde hunnybelgian pale ale,ale,0.0
2371,0.057,20.0,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,181,12.0,wild wolf wee heavy scottish style alescotch ale / wee heavy,ale,0.0
2372,0.045,25.0,1195,Wild Wolf American Pilsner,American Pilsner,181,12.0,wild wolf american pilsneramerican pilsner,lager,1.0
2373,0.051,45.0,1194,Alpha Ale,American Pale Ale (APA),181,12.0,alpha aleamerican pale ale (apa),ale,0.0
2379,0.07400000000000001,83.0,762,Ace IPA,American IPA,509,16.0,ace ipaamerican ipa,ale,0.0
2380,0.08,31.0,761,P-51 Porter,American Porter,509,16.0,p-51 porteramerican porter,ale,0.0
2381,0.055,30.0,2149,#001 Golden Amber Lager,American Amber / Red Lager,211,12.0,#001 golden amber lageramerican amber / red lager,lager,1.0
2382,0.071,60.0,2148,#002 American I.P.A.,American IPA,211,12.0,#002 american i.p.a.american ipa,ale,0.0
2384,0.048,38.0,2146,#004 Session I.P.A.,American IPA,211,12.0,#004 session i.p.a.american ipa,ale,0.0
2386,0.062,61.0,1470,Ananda India Pale Ale,American IPA,239,12.0,ananda india pale aleamerican ipa,ale,0.0
2387,0.045,23.0,1469,Tiny Bomb,American Pilsner,239,12.0,tiny bombamerican pilsner,lager,1.0
2388,0.058,72.0,2627,Train Hopper,American IPA,14,12.0,train hopperamerican ipa,ale,0.0
2390,0.059,135.0,1676,Troopers Alley IPA,American IPA,344,12.0,troopers alley ipaamerican ipa,ale,0.0
2391,0.047,15.0,1468,Wolverine Premium Lager,American Pale Lager,402,12.0,wolverine premium lageramerican pale lager,ale,0.0
2393,0.065,82.0,2417,4000 Footer IPA,American IPA,109,12.0,4000 footer ipaamerican ipa,ale,0.0
2394,0.028,15.0,2306,Summer Brew,American Pilsner,109,12.0,summer brewamerican pilsner,lager,1.0
2395,0.065,69.0,1697,Be Hoppy IPA,American IPA,339,16.0,be hoppy ipaamerican ipa,ale,0.0
2396,0.069,69.0,2194,Worthy IPA,American IPA,199,12.0,worthy ipaamerican ipa,ale,0.0
2397,0.045,25.0,1514,Easy Day Kolsch,Kölsch,199,12.0,easy day kolschkölsch,lager,1.0
2398,0.077,30.0,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199,12.0,lights out vanilla cream extra stoutamerican double / imperial ipa,ale,0.0
2399,0.069,69.0,1512,Worthy IPA (2013),American IPA,199,12.0,worthy ipa (2013)american ipa,ale,0.0
2400,0.06,50.0,1511,Worthy Pale,American Pale Ale (APA),199,12.0,worthy paleamerican pale ale (apa),ale,0.0
2405,0.067,45.0,928,Belgorado,Belgian IPA,424,12.0,belgoradobelgian ipa,ale,0.0
2407,0.055,18.0,620,B3K Black Lager,Schwarzbier,424,12.0,b3k black lagerschwarzbier,lager,1.0
2408,0.055,40.0,145,Silverback Pale Ale,American Pale Ale (APA),424,12.0,silverback pale aleamerican pale ale (apa),ale,0.0
